Y
0	0	0.000000	6371.0	30.000052	0	0	3.360000	0
0	0	0.000000	6371.0	29.625002	0	0	3.360000	0
0	0	0.000000	6371.0	29.249984	0	0	3.360000	0
0	0	0.000000	6371.0	28.875074	0	0	3.360000	0
0	0	0.000000	6371.0	28.50003	0	0	3.360000	0
0	0	0.000000	6371.0	28.125062	0	0	3.360000	0
0	0	0.000000	6371.0	27.750059	0	0	3.360000	0
0	0	0.000000	6371.0	27.37487	0	0	3.360000	0
0	0	0.000000	6371.0	27.00006	0	0	3.360000	0
0	0	0.000000	6371.0	26.62504	0	0	3.360000	0
0	0	0.000000	6371.0	26.250136	0	0	3.360000	0
0	0	0.000000	6371.0	25.874988	0	0	3.360000	0
0	0	0.000000	6371.0	25.500044	0	0	3.360000	0
0	0	0.000000	6371.0	25.124937	0	0	3.360000	0
0	0	0.000000	6371.0	24.750115	0	0	3.360000	0
0	0	0.000000	6371.0	24.374982	0	0	3.360000	0
0	0	0.000000	6371.0	24.000107	0	0	3.360000	0
0	0	0.000000	6371.0	23.62489	0	0	3.360000	0
0	0	0.000000	6371.0	23.249896	0	0	3.360000	0
0	0	0.000000	6371.0	22.874871	0	0	3.360000	0
0	0	0.000000	6371.0	22.500036	0	0	3.360000	0
0	0	0.000000	6371.0	22.125034	0	0	3.360000	0
0	0	0.000000	6371.0	21.749952	0	0	3.360000	0
0	0	0.000000	6371.0	21.375011	0	0	3.360000	0
0	0	0.000000	6371.0	20.999863	0	0	3.360000	0
0	0	0.000000	6371.0	20.624918	0	0	3.360000	0
0	0	0.000000	6371.0	20.249973	0	0	3.360000	0
0	0	0.000000	6371.0	19.874866	0	0	3.360000	0
0	0	0.000000	6371.0	19.500063	0	0	3.360000	0
0	0	0.000000	6371.0	19.125064	0	0	3.360000	0
0	0	0.000000	6371.0	18.749846	0	0	3.360000	0
0	0	0.000000	6371.0	18.374889	0	0	3.360000	0
0	0	0.000000	6371.0	17.999929	0	0	3.360000	0
0	0	0.000000	6371.0	17.624951	0	0	3.360000	0
0	0	0.000000	6371.0	17.249936	0	0	3.360000	0
0	0	0.000000	6371.0	16.875119	0	0	3.360000	0
0	0	0.000000	6371.0	16.499983	0	0	3.360000	0
0	0	0.000000	6371.0	16.125018	0	0	3.360000	0
0	0	0.000000	6371.0	15.74995	0	0	3.360000	0
0	0	0.000000	6371.0	15.375018	0	0	3.360000	0
